family_a	family_b	best_evalue
RF03610	RF03964	0.0006
RF03610	RF03965	0.0092
RF03610	RF03992	0.0058
RF03610	RF04023	0.0071
RF03610	RF04059	0.00031
RF03610	RF04083	0.0027
RF03610	RF04105	3.7e-05
RF03610	RF04106	0.00091
RF03610	RF04164	0.00017
RF03610	RF04185	0.0039
RF03610	RF04202	0.0077
RF03610	RF04203	5.5e-05
RF03610	RF04210	0.0027
RF03610	RF04279	1.9e-20
RF03610	RF04288	0.0037
RF03611	RF03719	0.0026
RF03611	RF03844	0.0002
RF03612	RF03642	0.00052
RF03612	RF03906	0.0022
RF03612	RF04230	0.0025
RF03612	RF04279	0.00065
RF03613	RF03674	9.3e-05
RF03613	RF03685	0.00028
RF03613	RF03693	4e-06
RF03613	RF03705	0.0088
RF03613	RF03734	0.0015
RF03613	RF03743	0.0016
RF03613	RF03776	9.4e-05
RF03613	RF03781	0.0048
RF03613	RF03818	1.5e-06
RF03613	RF03889	5.2e-06
RF03613	RF03891	1.1e-05
RF03613	RF03912	0.0047
RF03613	RF03938	0.0047
RF03613	RF03940	0.0046
RF03613	RF03952	0.00079
RF03613	RF04011	3.2e-05
RF03613	RF04106	0.00019
RF03613	RF04114	0.0015
RF03613	RF04141	0.00018
RF03613	RF04144	0.0004
RF03613	RF04176	1.6e-07
RF03613	RF04208	0.00017
RF03613	RF04209	0.00042
RF03614	RF03616	7e-05
RF03614	RF03618	0.00032
RF03614	RF03629	3.7e-08
RF03614	RF03640	2.2e-05
RF03614	RF03666	0.00031
RF03614	RF03714	1.4e-06
RF03614	RF03716	7.4e-08
RF03614	RF03734	0.0012
RF03614	RF03744	2.1e-05
RF03614	RF03762	2.9e-08
RF03614	RF03768	6e-09
RF03614	RF03769	2.3e-07
RF03614	RF03774	0.00015
RF03614	RF03808	0.0022
RF03614	RF03834	2.9e-06
RF03614	RF03857	0.0044
RF03614	RF03878	5e-06
RF03614	RF03879	2.9e-11
RF03614	RF03883	1.3e-06
RF03614	RF03964	4.4e-05
RF03614	RF03973	0.0036
RF03614	RF03983	0.00097
RF03614	RF03991	0.0018
RF03614	RF04008	0.00012
RF03614	RF04054	9.8e-07
RF03614	RF04120	4.2e-11
RF03614	RF04129	8.3e-06
RF03614	RF04138	2.5e-05
RF03614	RF04159	3.2e-06
RF03614	RF04165	0.00031
RF03614	RF04239	1.9e-05
RF03614	RF04262	1.2e-05
RF03614	RF04269	0.00065
RF03614	RF04300	2.7e-05
RF03615	RF03626	0.0019
RF03615	RF03627	0.0028
RF03615	RF03629	1.9e-05
RF03615	RF03642	4.3e-09
RF03615	RF03679	2.9e-06
RF03615	RF03687	1e-05
RF03615	RF03698	1e-06
RF03615	RF03734	9.4e-07
RF03615	RF03756	1.6e-06
RF03615	RF03766	5.3e-05
RF03615	RF03769	0.0027
RF03615	RF03804	1.8e-06
RF03615	RF03861	2.2e-08
RF03615	RF03871	7.2e-08
RF03615	RF03872	7.5e-08
RF03615	RF03900	5.3e-07
RF03615	RF03921	0.0082
RF03615	RF03960	0.0013
RF03615	RF04011	0.0021
RF03615	RF04066	0.0023
RF03615	RF04110	0.0039
RF03615	RF04123	6.2e-05
RF03615	RF04141	4.5e-07
RF03615	RF04144	3.2e-05
RF03615	RF04170	0.00032
RF03615	RF04173	0.01
RF03615	RF04214	0.0084
RF03615	RF04228	3.2e-05
RF03615	RF04239	5.8e-05
RF03615	RF04276	1.3e-07
RF03615	RF04288	2e-06
RF03616	RF03621	2.2e-05
RF03616	RF03623	5.4e-05
RF03616	RF03636	5.8e-05
RF03616	RF03637	1.1e-05
RF03616	RF03640	0.00031
RF03616	RF03641	0.0001
RF03616	RF03664	4e-10
RF03616	RF03670	1.8e-05
RF03616	RF03671	0.00031
RF03616	RF03682	8.4e-08
RF03616	RF03684	0.00011
RF03616	RF03686	0.0022
RF03616	RF03694	2.2e-10
RF03616	RF03695	2e-06
RF03616	RF03697	0.00015
RF03616	RF03714	4.2e-09
RF03616	RF03716	3.3e-05
RF03616	RF03717	6.5e-10
RF03616	RF03719	4.4e-09
RF03616	RF03722	7.6e-08
RF03616	RF03735	0.00095
RF03616	RF03743	2.9e-07
RF03616	RF03745	4.3e-06
RF03616	RF03762	3.7e-10
RF03616	RF03765	0.0002
RF03616	RF03769	1.9e-09
RF03616	RF03775	0.00037
RF03616	RF03778	0.0027
RF03616	RF03779	8.9e-05
RF03616	RF03785	2.1e-10
RF03616	RF03788	0.0058
RF03616	RF03792	5.3e-06
RF03616	RF03799	0.00097
RF03616	RF03802	6.5e-10
RF03616	RF03803	3.1e-05
RF03616	RF03818	7.7e-08
RF03616	RF03826	5.3e-13
RF03616	RF03828	9.6e-05
RF03616	RF03831	0.0027
RF03616	RF03845	1e-07
RF03616	RF03846	3e-07
RF03616	RF03851	1.5e-06
RF03616	RF03862	0.0051
RF03616	RF03873	7.2e-05
RF03616	RF03889	1.3e-06
RF03616	RF03894	1.6e-10
RF03616	RF03896	0.00022
RF03616	RF03912	1.3e-06
RF03616	RF03913	2.2e-07
RF03616	RF03923	1e-09
RF03616	RF03926	0.0025
RF03616	RF03933	1.7e-12
RF03616	RF03938	0.00014
RF03616	RF03940	4.8e-09
RF03616	RF03967	8.8e-07
RF03616	RF03973	1.9e-08
RF03616	RF03974	4.5e-06
RF03616	RF03980	3.9e-07
RF03616	RF03988	1.9e-06
RF03616	RF03999	0.00078
RF03616	RF04007	4e-08
RF03616	RF04024	2.9e-10
RF03616	RF04056	3.3e-05
RF03616	RF04059	4.8e-07
RF03616	RF04069	6.2e-12
RF03616	RF04071	1.1e-08
RF03616	RF04079	2.4e-09
RF03616	RF04082	5.2e-06
RF03616	RF04083	1.6e-06
RF03616	RF04089	0.00021
RF03616	RF04099	9.6e-10
RF03616	RF04107	0.00051
RF03616	RF04112	0.00022
RF03616	RF04113	1e-08
RF03616	RF04118	2.1e-07
RF03616	RF04127	9.3e-07
RF03616	RF04128	0.0022
RF03616	RF04133	1.5e-09
RF03616	RF04134	4.6e-09
RF03616	RF04136	0.0004
RF03616	RF04139	4e-08
RF03616	RF04145	2.5e-05
RF03616	RF04148	1.1e-07
RF03616	RF04156	0.0071
RF03616	RF04157	5.1e-11
RF03616	RF04161	2.8e-06
RF03616	RF04164	6.2e-06
RF03616	RF04171	2.9e-07
RF03616	RF04172	4.8e-06
RF03616	RF04173	3.6e-05
RF03616	RF04174	3.7e-06
RF03616	RF04197	0.0001
RF03616	RF04199	6.3e-06
RF03616	RF04205	1.2e-07
RF03616	RF04206	2.5e-09
RF03616	RF04208	6.6e-09
RF03616	RF04209	7.3e-07
RF03616	RF04210	8.2e-10
RF03616	RF04211	2.4e-06
RF03616	RF04213	9.8e-05
RF03616	RF04223	9.6e-08
RF03616	RF04230	5.3e-10
RF03616	RF04235	0.0018
RF03616	RF04239	3.9e-10
RF03616	RF04241	1.7e-07
RF03616	RF04242	1.4e-05
RF03616	RF04246	0.0025
RF03616	RF04249	5.6e-05
RF03616	RF04251	1.6e-10
RF03616	RF04252	2.6e-08
RF03616	RF04255	3.2e-06
RF03616	RF04258	2.9e-06
RF03616	RF04261	0.00027
RF03616	RF04269	0.0032
RF03616	RF04279	0.00015
RF03616	RF04286	1.1e-07
RF03616	RF04288	1.3e-06
RF03616	RF04303	0.00095
RF03617	RF03888	0.00084
RF03617	RF04013	0.0023
RF03617	RF04138	0.00061
RF03617	RF04161	0.0014
RF03618	RF03664	1.9e-05
RF03618	RF03668	0.00022
RF03618	RF03685	0.0025
RF03618	RF03760	5.6e-06
RF03618	RF03790	0.0012
RF03618	RF03812	0.00012
RF03618	RF03837	2.8e-05
RF03618	RF03839	0.0047
RF03618	RF03889	5.1e-09
RF03618	RF03966	0.0028
RF03618	RF03970	0.00025
RF03618	RF03982	0.0017
RF03618	RF04007	2.4e-06
RF03618	RF04011	4.1e-06
RF03618	RF04026	0.009
RF03618	RF04039	3.6e-06
RF03618	RF04051	5e-05
RF03618	RF04096	0.0011
RF03618	RF04097	0.00013
RF03618	RF04109	1.6e-05
RF03618	RF04154	0.00022
RF03618	RF04197	6.5e-08
RF03618	RF04208	0.00013
RF03618	RF04230	8.6e-05
RF03618	RF04234	0.0024
RF03618	RF04239	0.00065
RF03618	RF04300	0.00017
RF03620	RF03703	0.00033
RF03620	RF03723	0.0018
RF03620	RF03736	0.002
RF03620	RF03756	0.00018
RF03620	RF03763	0.00051
RF03620	RF03774	0.0055
RF03620	RF03792	0.0006
RF03620	RF04059	0.0011
RF03620	RF04119	0.00038
RF03620	RF04164	0.008
RF03620	RF04185	0.0026
RF03620	RF04203	0.0011
RF03620	RF04226	0.0017
RF03621	RF03642	2e-06
RF03621	RF03664	0.00013
RF03621	RF03670	0.0012
RF03621	RF03716	1.7e-05
RF03621	RF03722	0.0026
RF03621	RF03762	1.3e-06
RF03621	RF03793	1.2e-07
RF03621	RF03796	0.00071
RF03621	RF03802	0.003
RF03621	RF03921	5.3e-06
RF03621	RF03933	2.7e-05
RF03621	RF03938	5.2e-05
RF03621	RF03940	0.0017
RF03621	RF03951	2e-09
RF03621	RF03955	4.4e-08
RF03621	RF04015	9.9e-05
RF03621	RF04019	0.0026
RF03621	RF04049	0.005
RF03621	RF04061	0.00018
RF03621	RF04070	0.0003
RF03621	RF04081	0.0029
RF03621	RF04097	0.0014
RF03621	RF04099	6.4e-08
RF03621	RF04112	7e-05
RF03621	RF04118	7.3e-08
RF03621	RF04120	1.4e-05
RF03621	RF04124	7.6e-07
RF03621	RF04134	9.1e-05
RF03621	RF04145	0.0024
RF03621	RF04147	3.1e-05
RF03621	RF04151	1.9e-07
RF03621	RF04156	5.2e-05
RF03621	RF04172	1.2e-05
RF03621	RF04174	0.00043
RF03621	RF04202	3.2e-07
RF03621	RF04205	2.4e-06
RF03621	RF04206	3.5e-07
RF03621	RF04208	0.00027
RF03621	RF04211	3.5e-08
RF03621	RF04228	0.0013
RF03621	RF04241	5.9e-05
RF03621	RF04245	0.00063
RF03621	RF04262	5.2e-06
RF03621	RF04278	1.1e-08
RF03622	RF03685	0.00036
RF03622	RF04118	8.3e-05
RF03622	RF04278	0.00099
RF03623	RF03629	0.0098
RF03623	RF03637	0.00023
RF03623	RF03659	0.0034
RF03623	RF03663	0.00043
RF03623	RF03672	6.7e-06
RF03623	RF03713	7.7e-06
RF03623	RF03729	0.0004
RF03623	RF03751	0.0014
RF03623	RF03757	3e-06
RF03623	RF03762	0.0036
RF03623	RF03792	0.0014
RF03623	RF03799	1.9e-06
RF03623	RF03802	0.00014
RF03623	RF03818	9.6e-05
RF03623	RF03831	0.00039
RF03623	RF03846	4.4e-06
RF03623	RF03857	0.00037
RF03623	RF03883	3.2e-05
RF03623	RF03894	1.5e-06
RF03623	RF03896	5.2e-06
RF03623	RF03912	2.4e-05
RF03623	RF03916	0.00012
RF03623	RF03918	0.0019
RF03623	RF03942	0.007
RF03623	RF03946	0.0038
RF03623	RF03957	4.6e-06
RF03623	RF03964	3.8e-05
RF03623	RF03974	0.008
RF03623	RF03993	1.4e-05
RF03623	RF04036	0.0031
RF03623	RF04038	6.9e-06
RF03623	RF04054	0.00014
RF03623	RF04070	0.00014
RF03623	RF04071	0.0066
RF03623	RF04085	7.4e-07
RF03623	RF04102	0.00017
RF03623	RF04106	0.0001
RF03623	RF04119	0.005
RF03623	RF04125	6.4e-05
RF03623	RF04139	0.00015
RF03623	RF04145	5e-08
RF03623	RF04147	0.00034
RF03623	RF04148	1.3e-05
RF03623	RF04156	1.6e-06
RF03623	RF04157	1.2e-05
RF03623	RF04164	3.5e-07
RF03623	RF04171	0.00087
RF03623	RF04174	0.0012
RF03623	RF04176	5.2e-05
RF03623	RF04185	0.00059
RF03623	RF04197	0.00039
RF03623	RF04203	1.9e-05
RF03623	RF04210	0.002
RF03623	RF04246	0.0017
RF03623	RF04255	0.0023
RF03623	RF04263	0.00087
RF03623	RF04279	3.4e-06
RF03626	RF03880	0.0039
RF03626	RF04198	0.0017
RF03627	RF03666	3.3e-05
RF03627	RF03758	0.00052
RF03627	RF03781	0.00017
RF03627	RF03861	0.00015
RF03627	RF03888	1.8e-05
RF03627	RF03894	0.0047
RF03627	RF04062	0.003
RF03627	RF04087	0.0039
RF03627	RF04096	0.00041
RF03627	RF04123	3.2e-05
RF03627	RF04164	0.0044
RF03627	RF04198	0.001
RF03627	RF04202	4.6e-06
RF03628	RF03641	0.0075
RF03628	RF03716	0.0012
RF03628	RF03719	0.0035
RF03628	RF03953	0.00044
RF03629	RF03638	0.00047
RF03629	RF03667	0.0011
RF03629	RF03671	8.8e-06
RF03629	RF03672	1.1e-07
RF03629	RF03674	0.00016
RF03629	RF03677	6.1e-07
RF03629	RF03684	1.4e-06
RF03629	RF03694	1e-05
RF03629	RF03696	0.00026
RF03629	RF03703	5e-10
RF03629	RF03710	3.7e-05
RF03629	RF03712	3.1e-06
RF03629	RF03716	0.003
RF03629	RF03757	2.6e-06
RF03629	RF03760	0.0016
RF03629	RF03769	1.6e-06
RF03629	RF03771	1.4e-08
RF03629	RF03774	1.1e-08
RF03629	RF03775	0.002
RF03629	RF03777	1.1e-09
RF03629	RF03778	1.1e-06
RF03629	RF03785	2.3e-08
RF03629	RF03790	1.8e-05
RF03629	RF03791	1.1e-06
RF03629	RF03792	1.5e-12
RF03629	RF03799	2.5e-08
RF03629	RF03814	2.1e-10
RF03629	RF03817	3.6e-05
RF03629	RF03831	3.3e-05
RF03629	RF03834	0.00057
RF03629	RF03846	1.3e-08
RF03629	RF03857	4.5e-06
RF03629	RF03862	1.5e-14
RF03629	RF03865	0.0021
RF03629	RF03870	3.8e-06
RF03629	RF03871	3.5e-07
RF03629	RF03873	2.3e-07
RF03629	RF03879	7.5e-09
RF03629	RF03880	2.1e-09
RF03629	RF03889	5e-08
RF03629	RF03891	0.0002
RF03629	RF03904	0.0092
RF03629	RF03906	0.00044
RF03629	RF03941	5.9e-11
RF03629	RF03944	5.1e-05
RF03629	RF03946	1.6e-06
RF03629	RF03952	5.2e-07
RF03629	RF03964	2.7e-12
RF03629	RF03967	0.0016
RF03629	RF03968	0.00041
RF03629	RF03972	3.8e-06
RF03629	RF03973	0.00062
RF03629	RF03974	0.0019
RF03629	RF03975	0.0085
RF03629	RF03980	4.2e-05
RF03629	RF03987	2.3e-10
RF03629	RF03993	9.6e-08
RF03629	RF04023	2.1e-07
RF03629	RF04032	0.0034
RF03629	RF04039	4.3e-06
RF03629	RF04044	0.00087
RF03629	RF04051	1.4e-06
RF03629	RF04057	0.00011
RF03629	RF04059	1.1e-08
RF03629	RF04081	0.00052
RF03629	RF04083	1.2e-06
RF03629	RF04096	1.3e-06
RF03629	RF04102	1.1e-07
RF03629	RF04105	2.9e-07
RF03629	RF04107	0.0033
RF03629	RF04119	2.6e-09
RF03629	RF04120	1.4e-08
RF03629	RF04145	4e-08
RF03629	RF04148	6.5e-10
RF03629	RF04151	0.0018
RF03629	RF04159	4.5e-06
RF03629	RF04164	3.3e-11
RF03629	RF04167	0.0069
RF03629	RF04173	4.7e-09
RF03629	RF04185	1.2e-07
RF03629	RF04197	8.1e-08
RF03629	RF04199	1.3e-05
RF03629	RF04203	1.1e-11
RF03629	RF04210	2.1e-05
RF03629	RF04226	6.8e-09
RF03629	RF04237	0.00081
RF03629	RF04242	1.2e-08
RF03629	RF04269	1.1e-05
RF03629	RF04276	4.5e-16
RF03629	RF04279	1e-07
RF03629	RF04288	4.5e-09
RF03629	RF04296	0.00016
RF03630	RF03889	0.0024
RF03631	RF03633	8.5e-08
RF03631	RF03641	2.1e-05
RF03631	RF03642	3.2e-08
RF03631	RF03644	6.8e-05
RF03631	RF03651	2.5e-07
RF03631	RF03654	1.6e-19
RF03631	RF03661	7.1e-07
RF03631	RF03666	4.3e-10
RF03631	RF03679	6.2e-10
RF03631	RF03682	2.7e-08
RF03631	RF03697	1.3e-05
RF03631	RF03699	2.9e-05
RF03631	RF03702	2.2e-11
RF03631	RF03704	1.1e-09
RF03631	RF03707	5.5e-07
RF03631	RF03711	0.00092
RF03631	RF03734	3.7e-13
RF03631	RF03736	4e-06
RF03631	RF03763	7.3e-06
RF03631	RF03776	4.3e-08
RF03631	RF03788	3.4e-08
RF03631	RF03796	2.5e-06
RF03631	RF03802	0.00019
RF03631	RF03806	0.00043
RF03631	RF03818	2.3e-06
RF03631	RF03819	3.3e-07
RF03631	RF03826	9.1e-12
RF03631	RF03832	1.2e-05
RF03631	RF03834	4e-05
RF03631	RF03844	2.2e-06
RF03631	RF03853	7.8e-11
RF03631	RF03861	0.00013
RF03631	RF03871	0.001
RF03631	RF03872	2e-13
RF03631	RF03880	1.1e-05
RF03631	RF03916	6e-11
RF03631	RF03922	3.3e-06
RF03631	RF03927	1.3e-12
RF03631	RF03929	0.0013
RF03631	RF03951	1.7e-18
RF03631	RF03955	4.4e-18
RF03631	RF03957	0.0026
RF03631	RF03968	0.00014
RF03631	RF03972	2.4e-05
RF03631	RF03979	2.7e-05
RF03631	RF03983	1.7e-07
RF03631	RF03996	6.9e-05
RF03631	RF04014	0.00028
RF03631	RF04028	0.001
RF03631	RF04029	0.00024
RF03631	RF04038	1.2e-09
RF03631	RF04052	2.2e-05
RF03631	RF04054	5.5e-06
RF03631	RF04067	1.4e-07
RF03631	RF04068	1e-10
RF03631	RF04073	7.1e-07
RF03631	RF04076	0.003
RF03631	RF04087	4.2e-14
RF03631	RF04099	6.2e-05
RF03631	RF04112	1.2e-14
RF03631	RF04118	4e-08
RF03631	RF04128	1.5e-08
RF03631	RF04130	1.1e-07
RF03631	RF04132	1.3e-06
RF03631	RF04138	1.2e-06
RF03631	RF04143	0.0015
RF03631	RF04144	3e-08
RF03631	RF04145	1e-06
RF03631	RF04151	0.003
RF03631	RF04154	2.4e-05
RF03631	RF04162	0.0083
RF03631	RF04170	6.9e-07
RF03631	RF04202	9.3e-06
RF03631	RF04204	1.8e-05
RF03631	RF04205	6.9e-09
RF03631	RF04209	1.2e-08
RF03631	RF04211	4.6e-09
RF03631	RF04225	0.0084
RF03631	RF04230	2.8e-13
RF03631	RF04240	1.8e-12
RF03631	RF04241	1.6e-08
RF03631	RF04248	0.0011
RF03631	RF04263	1.4e-13
RF03631	RF04265	2.8e-09
RF03631	RF04273	0.00043
RF03631	RF04286	0.0009
RF03632	RF03643	6.6e-06
RF03632	RF03645	5.3e-08
RF03632	RF03651	1.3e-06
RF03632	RF03652	2.3e-05
RF03632	RF03654	8.1e-05
RF03632	RF03675	3.8e-07
RF03632	RF03679	5.7e-13
RF03632	RF03681	0.0017
RF03632	RF03682	3.2e-05
RF03632	RF03691	0.0032
RF03632	RF03693	1.9e-10
RF03632	RF03698	0.0002
RF03632	RF03702	1.7e-05
RF03632	RF03710	2.3e-06
RF03632	RF03722	0.00037
RF03632	RF03723	1.2e-11
RF03632	RF03736	7.2e-09
RF03632	RF03737	0.0042
RF03632	RF03768	0.00056
RF03632	RF03776	1.1e-07
RF03632	RF03798	4.3e-13
RF03632	RF03800	0.00071
RF03632	RF03832	0.0038
RF03632	RF03834	2.3e-06
RF03632	RF03837	9.5e-07
RF03632	RF03843	3.7e-06
RF03632	RF03844	8e-08
RF03632	RF03849	8.1e-05
RF03632	RF03872	1.1e-08
RF03632	RF03877	2.1e-08
RF03632	RF03880	1.8e-10
RF03632	RF03892	0.0012
RF03632	RF03916	4.6e-08
RF03632	RF03949	0.0098
RF03632	RF03951	9.6e-10
RF03632	RF03953	0.00028
RF03632	RF03968	0.0008
RF03632	RF03972	3.1e-05
RF03632	RF03977	0.00024
RF03632	RF03983	2.4e-06
RF03632	RF03985	0.005
RF03632	RF04029	1.3e-05
RF03632	RF04039	0.0052
RF03632	RF04062	9.9e-17
RF03632	RF04077	1e-07
RF03632	RF04079	0.0013
RF03632	RF04093	4.3e-08
RF03632	RF04095	0.0002
RF03632	RF04096	4.8e-09
RF03632	RF04106	0.0028
RF03632	RF04112	7e-08
RF03632	RF04114	1.6e-12
RF03632	RF04119	0.0018
RF03632	RF04124	4.3e-06
RF03632	RF04126	0.0056
RF03632	RF04131	7.9e-05
RF03632	RF04134	1.1e-10
RF03632	RF04141	7.4e-07
RF03632	RF04144	1.3e-06
RF03632	RF04162	5.6e-05
RF03632	RF04168	1.1e-06
RF03632	RF04175	0.0019
RF03632	RF04211	1e-06
RF03632	RF04224	0.00072
RF03632	RF04255	0.0053
RF03632	RF04262	0.0037
RF03632	RF04264	2e-07
RF03632	RF04278	0.00075
RF03633	RF03645	1.6e-07
RF03633	RF03648	2.1e-05
RF03633	RF03668	0.00093
RF03633	RF03682	6.4e-05
RF03633	RF03685	5.2e-10
RF03633	RF03698	2.5e-05
RF03633	RF03705	0.0001
RF03633	RF03716	8.2e-05
RF03633	RF03720	2.8e-07
RF03633	RF03726	4.6e-05
RF03633	RF03754	6.9e-05
RF03633	RF03798	8e-08
RF03633	RF03834	0.0006
RF03633	RF03837	1.5e-08
RF03633	RF03843	0.00025
RF03633	RF03844	6.8e-06
RF03633	RF03860	2.7e-06
RF03633	RF03861	4.2e-07
RF03633	RF03863	7.1e-09
RF03633	RF03872	2.2e-08
RF03633	RF03877	4.6e-05
RF03633	RF03888	8.4e-07
RF03633	RF03908	1.1e-08
RF03633	RF03916	0.0012
RF03633	RF03921	0.0035
RF03633	RF03932	6e-07
RF03633	RF03937	0.0075
RF03633	RF03960	0.00013
RF03633	RF03978	0.00029
RF03633	RF03987	7.3e-07
RF03633	RF04011	1.6e-07
RF03633	RF04014	3.7e-06
RF03633	RF04066	2.2e-05
RF03633	RF04073	8.5e-07
RF03633	RF04092	1.6e-10
RF03633	RF04096	4e-12
RF03633	RF04100	0.0056
RF03633	RF04111	2.9e-08
RF03633	RF04121	4.2e-09
RF03633	RF04132	1.1e-08
RF03633	RF04138	6.9e-05
RF03633	RF04175	0.00086
RF03633	RF04176	4.7e-07
RF03633	RF04230	2.5e-09
RF03633	RF04240	5.2e-08
RF03633	RF04265	6e-08
RF03633	RF04281	0.001
RF03634	RF03635	0.00054
RF03634	RF03645	3.6e-05
RF03634	RF03654	4.9e-11
RF03634	RF03664	5.1e-09
RF03634	RF03665	2.1e-05
RF03634	RF03666	0.00017
RF03634	RF03667	5.3e-05
RF03634	RF03672	2.6e-07
RF03634	RF03687	3.8e-08
RF03634	RF03702	0.00048
RF03634	RF03719	0.00081
RF03634	RF03721	0.0011
RF03634	RF03722	5.5e-06
RF03634	RF03734	5.2e-09
RF03634	RF03736	1.2e-08
RF03634	RF03763	5.7e-06
RF03634	RF03765	2e-05
RF03634	RF03770	0.00075
RF03634	RF03788	0.00033
RF03634	RF03789	6.3e-05
RF03634	RF03826	9.9e-05
RF03634	RF03828	2.9e-05
RF03634	RF03834	4.4e-07
RF03634	RF03849	7.6e-08
RF03634	RF03850	0.004
RF03634	RF03861	1.9e-06
RF03634	RF03868	0.0093
RF03634	RF03876	9.2e-05
RF03634	RF03880	0.0088
RF03634	RF03887	6.6e-08
RF03634	RF03900	2e-08
RF03634	RF03901	1.7e-06
RF03634	RF03906	3.5e-11
RF03634	RF03922	0.00024
RF03634	RF03923	3.2e-05
RF03634	RF03938	5.3e-05
RF03634	RF03940	1.3e-06
RF03634	RF03951	0.0013
RF03634	RF03956	0.00038
RF03634	RF03990	7.2e-06
RF03634	RF03996	9.1e-08
RF03634	RF04003	3.4e-05
RF03634	RF04007	7.7e-11
RF03634	RF04008	4.7e-06
RF03634	RF04014	0.00063
RF03634	RF04016	1.9e-06
RF03634	RF04019	1.1e-09
RF03634	RF04021	0.00023
RF03634	RF04024	9.2e-06
RF03634	RF04036	9.7e-09
RF03634	RF04051	2.8e-05
RF03634	RF04054	3e-06
RF03634	RF04061	1.2e-05
RF03634	RF04079	1.3e-07
RF03634	RF04095	0.00013
RF03634	RF04099	4.4e-09
RF03634	RF04102	4.4e-09
RF03634	RF04106	8.4e-12
RF03634	RF04125	9.7e-11
RF03634	RF04129	0.00048
RF03634	RF04133	1.2e-08
RF03634	RF04134	3.5e-06
RF03634	RF04139	0.00022
RF03634	RF04141	5.2e-06
RF03634	RF04147	4.9e-06
RF03634	RF04149	3.6e-06
RF03634	RF04151	4.1e-08
RF03634	RF04152	2.1e-05
RF03634	RF04157	0.00071
RF03634	RF04164	8.6e-05
RF03634	RF04167	9.2e-05
RF03634	RF04170	0.00021
RF03634	RF04173	7.5e-06
RF03634	RF04184	0.0063
RF03634	RF04199	1e-05
RF03634	RF04201	2.2e-08
RF03634	RF04210	0.00013
RF03634	RF04211	0.00014
RF03634	RF04239	2e-09
RF03634	RF04240	2.2e-06
RF03634	RF04241	6.2e-05
RF03634	RF04242	0.0035
RF03634	RF04245	9.7e-05
RF03634	RF04248	2.2e-09
RF03634	RF04258	1.9e-09
RF03634	RF04295	9.9e-05
RF03635	RF03644	0.00017
RF03635	RF03687	0.00017
RF03635	RF03734	3.9e-05
RF03635	RF03783	0.00017
RF03635	RF03837	0.00025
RF03635	RF03853	0.0014
RF03635	RF03861	2.2e-06
RF03635	RF03870	0.00084
RF03635	RF03935	2.6e-06
RF03635	RF04007	0.0054
RF03635	RF04011	2e-05
RF03635	RF04013	0.00013
RF03635	RF04036	8e-05
RF03635	RF04039	5.3e-05
RF03635	RF04121	4.9e-07
RF03635	RF04126	0.00032
RF03635	RF04132	0.00036
RF03636	RF03677	0.0067
RF03636	RF03714	7.1e-07
RF03636	RF03757	2e-05
RF03636	RF03802	0.0011
RF03636	RF03846	0.00074
RF03636	RF03857	0.0075
RF03636	RF03906	0.0055
RF03636	RF03980	3.8e-07
RF03636	RF03988	8.2e-05
RF03636	RF04076	8.6e-07
RF03636	RF04113	0.00036
RF03636	RF04119	0.0048
RF03636	RF04145	5.7e-05
RF03636	RF04164	3.5e-06
RF03636	RF04167	4.5e-06
RF03636	RF04171	0.00052
RF03636	RF04203	7.7e-06
RF03636	RF04208	0.0058
RF03636	RF04255	0.0025
RF03636	RF04278	2.5e-05
RF03636	RF04279	4.6e-05
RF03637	RF03657	6e-12
RF03637	RF03686	0.00023
RF03637	RF03732	0.0084
RF03637	RF03747	4e-08
RF03637	RF03751	1.4e-05
RF03637	RF03760	0.0012
RF03637	RF03790	0.0007
RF03637	RF03803	2.5e-05
RF03637	RF03831	8.6e-09
RF03637	RF03879	1.2e-06
RF03637	RF03908	9.3e-06
RF03637	RF03912	0.0042
RF03637	RF03936	3.1e-06
RF03637	RF03940	0.0052
RF03637	RF03961	0.00067
RF03637	RF03975	2.9e-09
RF03637	RF04042	0.0077
RF03637	RF04054	2.9e-05
RF03637	RF04107	0.00027
RF03637	RF04121	5.6e-09
RF03637	RF04144	1.6e-07
RF03637	RF04154	0.00013
RF03637	RF04157	4e-06
RF03637	RF04161	9.5e-06
RF03637	RF04164	0.00043
RF03637	RF04186	0.0064
RF03637	RF04187	0.00013
RF03637	RF04240	5.2e-11
RF03637	RF04252	7.7e-05
RF03637	RF04255	8.1e-11
RF03637	RF04262	5.4e-07
RF03637	RF04268	2e-08
RF03637	RF04280	0.00068
RF03637	RF04282	0.00044
RF03637	RF04291	9e-05
RF03638	RF03640	1.9e-05
RF03638	RF03652	0.00014
RF03638	RF03655	2.3e-05
RF03638	RF03658	0.0017
RF03638	RF03664	4.6e-06
RF03638	RF03692	0.0092
RF03638	RF03706	9e-05
RF03638	RF03719	0.00059
RF03638	RF03723	5.4e-05
RF03638	RF03734	5.6e-05
RF03638	RF03741	0.0028
RF03638	RF03743	2.6e-05
RF03638	RF03760	0.0018
RF03638	RF03769	1.8e-06
RF03638	RF03802	0.0066
RF03638	RF03814	2.6e-05
RF03638	RF03827	0.004
RF03638	RF03831	7.7e-05
RF03638	RF03877	2.6e-08
RF03638	RF03888	0.0012
RF03638	RF03904	0.0039
RF03638	RF03912	0.0001
RF03638	RF03923	0.00034
RF03638	RF03932	0.004
